"STATION","NAME","DATE","AWND","TAVG","TMAX","TMIN"
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-04-14",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-04-15",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-04-18",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-04-19",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-04-25",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-04-26",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-04-28",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-01",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-02",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-03",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-04",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-05",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-07",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-09",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-10",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-11",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-12",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-19",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-20",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-21",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-22",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-05-30",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-06-04",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-06-06",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-06-07",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-06-08",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-06-20",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-06-24",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-07-05",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-07-07",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-07-11",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-07-15",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-07-16",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-07-17",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-07-23",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-07-30",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-02",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-08",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-09",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-10",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-11",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-19",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-22",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-23",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-26",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-27",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-28",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-08-31",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-09-10",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-09-20",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-09-21",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-09-24",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-09-25",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-09-26",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-07",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-11",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-12",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-16",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-21",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-22",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-26",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-27",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-29",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-30",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-10-31",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-05",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-07",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-08",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-11",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-12",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-21",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-22",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-23",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-27",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-29",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-11-30",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-12-01",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-12-05",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-12-06",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-12-10",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-12-16",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-12-17",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-12-29",,,,
"US1ARPS0071","SHERWOOD 0.8 NNW, AR US","2019-12-30",,,,
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-01","4.70",,"45","39"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-02","2.01",,"39","36"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-03","6.26",,"41","37"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-04","2.01",,"47","37"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-05","1.79",,"62","37"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-06","2.68",,"66","41"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-07","6.93",,"63","53"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-08","4.47",,"66","47"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-09","5.14",,"53","38"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-10","3.13",,"41","30"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-11","7.38",,"37","35"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-12","6.04",,"45","36"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-13","6.93",,"39","36"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-14","2.01",,"40","35"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-15","4.03",,"46","36"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-16","2.91",,"50","37"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-17","6.04",,"57","46"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-18","10.07",,"55","44"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-19","12.97",,"59","27"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-20","6.93",,"41","22"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-21","12.97",,"41","24"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-22","11.86",,"52","40"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-23","8.95",,"53","27"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-24","4.03",,"48","22"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-25","4.03",,"40","24"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-26","2.91",,"52","32"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-27","4.92",,"56","37"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-28","10.07",,"56","30"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-29","6.04",,"40","20"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-30","8.05",,"34","22"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-01-31","6.93",,"41","19"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-01","4.92",,"57","37"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-02","4.03",,"62","43"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-03","8.05",,"70","47"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-04","6.49",,"76","59"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-05","6.93",,"69","57"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-06","8.05",,"72","61"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-07","12.08",,"70","24"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-08","8.05",,"34","19"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-09","10.07",,"38","23"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-10","2.91",,"41","32"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-11","4.47",,"54","41"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-12","8.95",,"54","40"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-13","6.93",,"60","33"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-14","10.07",,"63","46"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-15","12.08",,"55","33"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-16","10.07",,"38","29"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-17","6.04",,"44","34"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-18","8.95",,"41","27"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-19","12.08",,"36","31"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-20","2.68",,"53","36"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-21","10.96",,"44","37"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-22","10.96",,"47","40"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-23","8.05",,"68","47"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-24","8.05",,"55","37"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-25","10.07",,"53","33"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-26","4.03",,"61","38"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-27","1.79",,"64","48"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-02-28","6.93",,"55","36"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-01","4.92",,"44","34"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-02","8.05",,"46","38"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-03","10.96",,"38","24"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-04","6.93",,"33","17"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-05","6.04",,"40","19"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-06","6.04",,"46","23"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-07","7.61",,"46","33"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-08","6.93",,"57","44"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-09","8.95",,"73","46"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-10","6.93",,"60","48"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-11","6.04",,"62","43"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-12","10.07",,"56","45"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-13","10.96",,"67","53"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-14","12.08",,"66","47"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-15","8.05",,"57","41"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-16","6.04",,"59","37"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-17","4.03",,"65","39"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-18","10.07",,"61","44"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-19","8.95",,"62","37"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-20","4.92",,"58","39"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-21","6.04",,"65","38"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-22","4.92",,"68","45"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-23","8.05",,"68","47"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-24","6.04",,"66","52"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-25","8.05",,"62","49"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-26","8.05",,"63","44"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-27","4.92",,"64","40"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-28","8.95",,"74","49"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-29","8.05",,"65","58"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-30","12.08",,"63","43"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-03-31","8.05",,"53","36"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-01","6.04",,"52","35"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-02","4.92",,"66","35"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-03","8.95",,"69","44"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-04","8.05",,"61","51"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-05","4.92",,"71","52"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-06","8.05",,"73","51"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-07","6.04",,"65","59"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-08","4.03",,"78","58"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-09","6.93",,"83","58"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-10","10.96",,"85","60"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-11","12.08",,"75","55"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-12","6.04",,"68","44"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-13","14.99",,"55","48"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-14","8.05",,"60","43"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-15","8.05",,"73","44"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-16","10.07",,"76","54"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-17","8.95",,"71","61"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-18","8.05",,"66","48"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-19","8.95",,"61","47"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-20","6.04",,"72","46"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-21","6.93",,"80","50"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-22","7.16",,"80","57"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-23","6.04",,"77","59"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-24","4.47",,"76","63"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-25","4.92",,"70","60"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-26","6.04",,"76","53"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-27","10.07",,"76","57"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-28","10.07",,"70","56"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-29","5.59",,"78","58"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-04-30","10.07",,"81","68"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-05-01","8.05",,"74","60"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-05-02","4.03",,"68","62"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-05-03","4.92",,"72","60"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-05-04","4.92",,"67","58"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-05-05","4.92",,"75","53"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-05-06","4.92",,"81","58"
"USW00003952","NORTH LITTLE ROCK AIRPORT, AR US","2019-05-07","6.93",,"84","63"
